events,condition,target,candidates,loss,metric,mean,eligible
2,pitch,C02-T002,256,log_jtfot,original_coordinate_drift,0.9626350249563064,256
2,pitch,C02-T002,256,bidirectional_cumulative_energy,original_coordinate_drift,0.6057289834660424,256
2,pitch,C02-T002,256,log_quadrature_bicul,original_coordinate_drift,0.5794469276363072,256
2,pitch,C02-T002,256,fading,original_coordinate_drift,0.7364364649579054,256
2,pitch,C02-T003,256,waveform_l1,both_directed,0.59375,256
2,pitch,C02-T003,256,waveform_mse,both_directed,0.5625,256
2,pitch,C02-T003,256,single_stft,both_directed,0.65625,256
2,pitch,C02-T003,256,linear_mss,both_directed,0.732421875,256
2,pitch,C02-T003,256,smooth_mss,both_directed,0.8125,256
2,pitch,C02-T003,256,sot_published_composite,both_directed,0.814453125,256
2,pitch,C02-T003,256,linear_jtfot,both_directed,0.71484375,256
2,pitch,C02-T003,256,log_jtfot,both_directed,0.82421875,256
2,pitch,C02-T003,256,bidirectional_cumulative_energy,both_directed,0.935546875,256
2,pitch,C02-T003,256,log_quadrature_bicul,both_directed,0.947265625,256
2,pitch,C02-T003,256,fading,both_directed,0.998046875,256
2,pitch,C02-T003,256,waveform_l1,pitch_directed,0.59375,256
2,pitch,C02-T003,256,waveform_mse,pitch_directed,0.5625,256
2,pitch,C02-T003,256,single_stft,pitch_directed,0.65625,256
2,pitch,C02-T003,256,linear_mss,pitch_directed,0.732421875,256
2,pitch,C02-T003,256,smooth_mss,pitch_directed,0.8125,256
2,pitch,C02-T003,256,sot_published_composite,pitch_directed,0.814453125,256
2,pitch,C02-T003,256,linear_jtfot,pitch_directed,0.71484375,256
2,pitch,C02-T003,256,log_jtfot,pitch_directed,0.82421875,256
2,pitch,C02-T003,256,bidirectional_cumulative_energy,pitch_directed,0.935546875,256
2,pitch,C02-T003,256,log_quadrature_bicul,pitch_directed,0.947265625,256
2,pitch,C02-T003,256,fading,pitch_directed,0.998046875,256
2,pitch,C02-T003,256,waveform_l1,time_directed,,0
2,pitch,C02-T003,256,waveform_mse,time_directed,,0
2,pitch,C02-T003,256,single_stft,time_directed,,0
2,pitch,C02-T003,256,linear_mss,time_directed,,0
2,pitch,C02-T003,256,smooth_mss,time_directed,,0
2,pitch,C02-T003,256,sot_published_composite,time_directed,,0
2,pitch,C02-T003,256,linear_jtfot,time_directed,,0
2,pitch,C02-T003,256,log_jtfot,time_directed,,0
2,pitch,C02-T003,256,bidirectional_cumulative_energy,time_directed,,0
2,pitch,C02-T003,256,log_quadrature_bicul,time_directed,,0
2,pitch,C02-T003,256,fading,time_directed,,0
2,pitch,C02-T003,256,waveform_l1,dot_directed,0.59375,256
2,pitch,C02-T003,256,waveform_mse,dot_directed,0.5625,256
2,pitch,C02-T003,256,single_stft,dot_directed,0.65625,256
