loss,label,cardinality,target_index,target_id,pitch_mae_cents,onset_mae_ms,log_spectral_distance_db,initial_loss,reported_loss,terminal_loss,updates,stopped_by,lr_reductions,target_f0_hz,target_onset_seconds,reported_f0_hz,reported_onset_seconds
tlog_cel,tlogCeL,6,134,C06-T0134,155.80358985508929,137.45415839158923,20.068482440916434,0.1163395409052761,0.009974466456215057,0.019120269897792787,1557,patience,4,"[229.18646310022453, 89.73672589226828, 226.00695903279134, 139.98011257910224, 99.60834047377917, 166.64089895407494]","[0.6135979874813378, 0.768962771597141, 1.1306676786802756, 1.2992473405231237, 1.4495126159107732, 1.6422205015180793]","[235.30232879748462, 179.18545403074012, 223.56417823296565, 91.24385610823799, 98.2046548520553, 133.06509306440782]","[0.6096709644771023, 0.7624657907510382, 1.2406747104523335, 0.8160689755949275, 1.414525061093627, 1.5503049145318555]"
tlog_cel,tlogCeL,6,135,C06-T0135,4.515072349813037,1.9042994274341973,4.75882128909058,0.15672675740505582,0.00037830202898842615,0.0005485296163201847,2699,patience,6,"[89.05252887154454, 195.29394392048718, 190.5619991146325, 163.56163501313534, 117.5695993307901, 199.3369490336303]","[0.7499932749834588, 1.233999540679324, 1.3529294541592167, 1.5149549139623488, 1.6193526506552796, 1.7529220892309798]","[89.0553836293584, 195.6585467398486, 164.10480122336892, 190.0413465908446, 118.47172406731737, 199.34804584146434]","[0.7501014108412838, 1.2335491758969601, 1.5164179639099225, 1.3560717078105191, 1.6152517180279824, 1.755083148929223]"
tlog_cel,tlogCeL,6,136,C06-T0136,308.8756675631353,254.63280597421354,20.629198751100322,0.10997773497921388,0.014234473025620593,0.020838110790746232,1301,patience,4,"[118.13897432049251, 87.2367634836188, 159.4166632711171, 148.34184361043123, 211.42723982838393, 261.1196873210445]","[0.2558023892453042, 0.4271660169108752, 0.7814497609762322, 1.033767019300793, 1.589652645033422, 1.7269063133798983]","[126.96115751393845, 174.26264558313795, 83.54588700457121, 112.21056628182565, 155.4950086020545, 197.39336663625886]","[0.256712689194466, 0.3594103382073285, 0.42508404932508426, 0.6092844083154147, 1.0513974388040352, 1.5868789850532385]"
tlog_cel,tlogCeL,6,137,C06-T0137,11.71633116850491,3.7258845063358006,8.11997029747214,0.06405940357377422,0.001300212814684585,0.007257215353628461,1876,patience,4,"[315.26719836583607, 175.18313972365618, 103.76949096388805, 126.10134279203251, 158.2425158138208, 82.20388177173467]","[0.2617869420228749, 0.6312286820989272, 1.112668197443291, 1.254365413499623, 1.445966556574548, 1.7901216144695697]","[315.3518618463987, 175.16291593934082, 101.84543522897047, 126.07762079899295, 156.8529699749612, 81.18288835763657]","[0.2618116153315083, 0.6300649638296136, 1.1135977397510484, 1.2493518474755545, 1.452208550780538, 1.7991034273918218]"
tlog_cel,tlogCeL,6,138,C06-T0138,17.45885500889428,6.498133497521494,7.675528353853664,0.07287506013125357,0.001198032091692522,0.00551994748446839,1896,patience,6,"[270.52976281374083, 100.3020093179845, 124.99733866285182, 164.80249104788146, 153.06556740049987, 305.44350433343357]","[0.40855776851475556, 0.7169665848817346, 1.2694951620470405, 1.3316274382324789, 1.5473049074724528, 1.78633470991322]","[270.6808056193115, 100.42390105612968, 128.73245893033544, 163.41278414698206, 154.02066711820703, 309.93647561445675]","[0.40850447667861084, 0.7167111236026484, 1.2673082317439166, 1.343896149442121, 1.5602642994344773, 1.7975997243083275]"
tlog_cel,tlogCeL,6,139,C06-T0139,491.1088897455456,264.5480601327026,19.82432905197507,0.12513402567975734,0.02169694554988092,0.024838383535794428,1287,patience,4,"[97.21845922492902, 152.03467855444146, 80.25469796005365, 87.50298841333856, 172.4655985230704, 280.34949255386204]","[0.3414074966518057, 0.4585502814735572, 0.5155836870448812, 1.4669139465305912, 1.6783437366029081, 1.7711695164845132]","[81.14681065019978, 97.72847258663742, 82.52421363806474, 92.9926548886038, 182.2697113867794, 87.21259518229121]","[0.34234450385303306, 0.6751646892875167, 1.499670706759726, 1.6981464817341647, 1.7282390663106024, 1.7898306772916077]"
tlog_cel,tlogCeL,6,140,C06-T0140,95.00338030272125,123.31667303566479,17.591859466499706,0.08002172612524633,0.008607156143625063,0.009688025003525644,1565,patience,4,"[287.78181647711074, 142.97571116212856, 85.42432167544453, 254.855593228107, 111.08626979949008, 122.35508825020014]","[0.44640812778493344, 0.691721692598207, 1.0481763648791675, 1.3593995451535887, 1.5132788548600575, 1.6475492279070645]","[285.9984457222356, 146.98329714188327, 299.2823810092726, 134.0406834496519, 86.01483449907536, 107.093926894824]","[0.44426631157182717, 0.6839456312764054, 1.0267355808783545, 1.2756552739772542, 1.0496263222183486, 1.5372531399949128]"
tlog_cel,tlogCeL,6,141,C06-T0141,201.7635645790598,135.22724740773864,16.696476678650455,0.15111303815043398,0.009254231587428547,0.009258665099586704,2063,patience,5,"[240.39246868516682, 156.217270405428, 270.897861841328, 119.9040267406682, 178.40446260170035, 159.99386045878802]","[0.5144950741612506, 0.9496715970734593, 1.0277213536187875, 1.3398292766418596, 1.4394067902303758, 1.5901537262621444]","[240.27640319458612, 153.61911415604703, 270.02130974729414, 170.02454709199216, 124.53744099123206, 318.6504957011784]","[0.5145054451430389, 0.9519622931578173, 1.040834432559538, 1.3293460097896421, 1.5281442711388065, 1.7862334177004617]"
tlog_cel,tlogCeL,6,142,C06-T0142,125.01755484328713,259.5780823846558,21.31547748039748,0.09505077869966605,0.02148552021921206,0.025275349640631935,2417,patience,5,"[280.49264747801817, 193.83611386903868, 241.7089752799315, 112.9222706483028, 297.683427909032, 181.5890774408739]","[0.2059223435451301, 0.48825516146987236, 0.798572001172137, 0.8521505581717043, 0.9391526409376127, 1.569273903113607]","[281.1918193705774, 130.71913014582205, 196.45467239021394, 295.38113171134086, 182.34906864925946, 318.09190187981767]","[0.20521621040084406, 0.5151956632957656, 0.664169611773511, 0.9748968971584924, 1.56057158702301, 1.7980184448447316]"
tlog_cel,tlogCeL,6,143,C06-T0143,186.4219923148348,48.32459966790816,20.905145284356394,0.09561768911421048,0.010986752211187348,0.021127310589190387,1453,patience,5,"[116.3401901847047, 116.62712240088302, 117.51812409318605, 86.74556522022323, 267.7497903640353, 106.5579470429544]","[0.2675904759327784, 0.41110505629748434, 0.5338064800898757, 1.0861853430925077, 1.2521608000219613, 1.6558139168640689]","[173.38640355675687, 115.36267625724072, 115.20595266472858, 90.77276377904437, 258.81014387221535, 92.91767778410912]","[0.26473850420639494, 0.30382813879755033, 0.5222429835450237, 1.0703639988934615, 1.2921209689356605, 1.7682876159876029]"
tlog_cel,tlogCeL,6,144,C06-T0144,144.95591216433888,121.40470159344005,19.915883203767734,0.08364554003879418,0.00955724564543777,0.01830326983521708,1695,patience,5,"[144.69284386998308, 104.80667331073408, 126.30744745740375, 161.16099670380714, 82.70430106337456, 134.34941649734756]","[0.2639756460466865, 0.5743690129923316, 1.1044816574024017, 1.2939014664328181, 1.4107559651316937, 1.6984530041286903]","[146.0414965408953, 104.85775233837332, 99.01797956401958, 82.7944504211105, 129.91113675712043, 138.79497746514457]","[0.26419620232715946, 0.5903739220045796, 1.2939662809534025, 1.4903327506630266, 0.8950761866981065, 1.6541369486778164]"
tlog_cel,tlogCeL,6,145,C06-T0145,20.659561830193663,86.0526733831196,20.412973791476066,0.0701503454324874,0.006065832841605966,0.0063038490283540685,1705,patience,5,"[226.5480474159097, 119.20526419101138, 245.08320645640012, 152.55379967744364, 256.7602153339166, 267.30165075213114]","[0.23475427063507343, 0.3827176010293557, 1.1119104808301155, 1.1657569186429524, 1.4874873467542309, 1.6671164602434732]","[227.88019784762616, 118.83022700581598, 150.5174127758807, 246.295264203503, 262.1325482259647, 273.65954301174645]","[0.23411051926610682, 0.38470174540707436, 1.1111713410502186, 1.3622721171837135, 1.5663444003554794, 1.797000337247925]"
